"ES.ID","lnVR.es","lnCVR.sv","direction","SE","parental","Study.ID","Study.name","Source","Cross.ID","Genus","spL.name","spS.name","species.pair","homologous","trait.type","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Pheno.divergence","Reciprocal","Distribution","Source_distribution","taxa","souce_sex.determinaton","sex.determination","Hetero.sex","Genet.divergence","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","Novelty","sp1.name","sp2.name","Survival.sp1","Survival.hyb12","Survival.hyb21","Survival.sp2","surv.relat.hyb12","surv.relat.hyb21","insect"
"ES364",0.671351524841454,0.291666666666667,"-",0.604599788078073,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_lummei_Drosophila_virilis","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis","Yes","sound",46,30.530965757624,NA,48,30.2168189980079,NA,53,26.8664575053494,NA,51,16.0983024999687,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,-0.591787604430498,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.149181439343146,"0.99","0.95","0.98","0.97499999999999998",-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES365",0.50209165393336,0.291666666666667,"-",0.604599788078073,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_borealis_Drosophila_virilis","Drosophila","Drosophila_borealis","Drosophila_virilis","Drosophila_borealis_Drosophila_virilis","Yes","sound",8,9.66134869582822,NA,12,5.93092560184646,NA,12,8.44097165424866,NA,11,3.74250547996682,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,96,86,51,112,-0.260729066628988,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.675121276933614,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES366",0.667021468015446,0.291666666666667,"-",0.604599788078073,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_borealis_Drosophila_virilis","Drosophila","Drosophila_borealis","Drosophila_virilis","Drosophila_borealis_Drosophila_virilis","Yes","sound",2,1.81150288046779,NA,3,1.84063208333166,NA,3,1.55491583104581,NA,4,0.984869863149162,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,96,86,51,112,0.31550429873066,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.675121276933614,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES367",0.742919950942957,0.291666666666667,"-",0.604599788078073,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_borealis_Drosophila_virilis","Drosophila","Drosophila_borealis","Drosophila_virilis","Drosophila_borealis_Drosophila_virilis","Yes","sound",28,57.9680921749693,NA,34,61.5589174536477,NA,30,60.4195865777799,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,96,86,51,112,0.0129875746638979,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.675121276933614,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES373",-0.0461159661912125,0.25,"-",0.573573720954548,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_montana_Drosophila_virilis","Drosophila","Drosophila_virilis","Drosophila_montana","Drosophila_montana_Drosophila_virilis","Yes","sound",46,30.530965757624,NA,35,20.8280654376135,NA,NA,NA,NA,21,21.8110635487741,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,112,131,NA,114,0.45540792924885,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.471876736161357,"0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES374",0.058392727961873,0.375,"-",0.641274915080932,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_kanekoi_Drosophila_virilis","Drosophila","Drosophila_kanekoi","Drosophila_virilis","Drosophila_kanekoi_Drosophila_virilis","Yes","sound",25,17.1493686455186,NA,11,3.50134797311455,NA,NA,NA,NA,11,3.74250547996682,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,5,28,82,NA,112,0.512096617011712,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.62637849514531,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES375",0.169618363072096,0.375,"-",0.641274915080932,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_kanekoi_Drosophila_virilis","Drosophila","Drosophila_kanekoi","Drosophila_virilis","Drosophila_kanekoi_Drosophila_virilis","Yes","sound",5,3.728123618591,NA,4,1.02980822738663,NA,NA,NA,NA,4,0.984869863149162,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,5,28,82,NA,112,-0.407304635920511,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.62637849514531,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES376",-0.128874625483899,0.375,"-",0.641274915080932,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_kanekoi_Drosophila_virilis","Drosophila","Drosophila_kanekoi","Drosophila_virilis","Drosophila_kanekoi_Drosophila_virilis","Yes","sound",218,92.208924166484,NA,36,23.6855892298925,NA,NA,NA,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,5,28,82,NA,112,1.6422428962073,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.62637849514531,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES377",-0.156273007954136,0.25,"-",0.573573720954548,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_flavomontana_Drosophila_lacicola","Drosophila","Drosophila_flavomontana","Drosophila_lacicola","Drosophila_flavomontana_Drosophila_lacicola","Yes","sound",13,6.82000058813241,NA,12,3.95277558265079,NA,NA,NA,NA,11,4.62136917427227,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,187,158,NA,72,-0.493563475453846,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",2.18079546833774,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES378",-0.109752992319245,0.25,"-",0.573573720954548,"Father","s25","Suvanto et al_1994","table 1&2","Drosophila_flavomontana_Drosophila_lacicola","Drosophila","Drosophila_flavomontana","Drosophila_lacicola","Drosophila_flavomontana_Drosophila_lacicola","Yes","sound",3,1.10594604131877,NA,3,0.941137043488282,NA,NA,NA,NA,3,1.05031117597097,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,187,158,NA,72,-0.750472523493085,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",2.18079546833774,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES380",-0.591361819681455,0.0793650793650794,"-",0.320637457540466,"Father","s26","Tomaru&Oguma_1994","table1","A541.auraria_B16.biauraria","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria","Yes","sound",21.4,1.9,NA,15.7,0.52,NA,16,0.5,NA,12.9,0.91,NA,"6","6","10~20","10~20","10~20","10~20","10","10",6,22,15,10,180,220,150,300,0.027946104396251,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES381",0.527418528369366,0.107954545454545,"-",0.395803470574575,"Father","s26","Tomaru&Oguma_1994","table1","A541.auraria_B18.biauraria","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria","Yes","sound",21.4,1.9,NA,15.2,1.31,NA,16.2,0.42,NA,12.4,0.76,NA,"6","6","10~20","10~20","6","10~20","9","9",6,12,6,9,180,120,60,270,0.0887397699545473,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES382",-0.657315427642107,0.1875,"-",0.484758270665203,"Father","s26","Tomaru&Oguma_1994","table1","A662.auraria_B18.biauraria","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria","Yes","sound",18.9,1.98,NA,16.6,0.37,NA,15.8,0.49,NA,12.4,0.76,NA,"8","8","5","5","6","6","9","9",8,5,6,9,240,50,60,270,-0.10230945930261,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES383",-0.213090787563185,0.0692307692307692,"-",0.294237110512148,"Father","s26","Tomaru&Oguma_1994","table1","sn.cn.ba2.auraria_B16.biauraria","Drosophila","Drosophila_biauraria","Drosophila_auraria","Drosophila_auraria_Drosophila_biauraria","Yes","sound",12.9,0.91,NA,16.3,0.6,NA,NA,NA,NA,19.9,0.72,NA,"10","10","10~20","10~20",NA,NA,NA,NA,10,27,NA,11,300,270,NA,110,-0.083813427594944,"Inviable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES384",-0.815052837679036,0.154761904761905,"-",0.468320982069382,"Father","s26","Tomaru&Oguma_1994","table1","A541.auraria_T544_triauraria","Drosophila","Drosophila_auraria","Drosophila_triauraria","Drosophila_auraria_Drosophila_triauraria","Yes","sound",21.4,1.9,NA,17.3,0.43,NA,18.1,0.39,NA,16.1,0.96,NA,"6","6","8","8","10","10","7","7",6,8,10,7,180,80,100,210,-0.312835623698196,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-2.21749268826807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES385",-0.568435638471799,0.1875,"-",0.484758270665203,"Father","s26","Tomaru&Oguma_1994","table1","A541.auraria_quadraria","Drosophila","Drosophila_auraria","Drosophila_quadraria","Drosophila_auraria_Drosophila_quadraria","Yes","sound",21.4,1.9,NA,17.1,0.41,NA,17.6,0.26,NA,15.6,0.68,NA,"6","6","9","9","6","6","5","5",6,9,6,5,180,90,60,150,-0.264318051863759,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-2.70719432035047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES386",-0.275559184801291,0.305555555555556,"-",0.503057431626958,"Father","s26","Tomaru&Oguma_1994","table1","A541.auraria_subauraria","Drosophila","Drosophila_auraria","Drosophila_subauraria","Drosophila_auraria_Drosophila_subauraria","Yes","sound",21.4,1.9,NA,14.3,0.4,NA,NA,NA,NA,11.1,0.64,NA,"6","6","3","3",NA,NA,"10","10",6,3,NA,10,180,30,NA,258,0.259062019942362,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES387",-0.549445497229869,0.0658557046979866,"-",0.143843646198051,"Father","s26","Tomaru&Oguma_1994","table1","Drosophila_triauraria_Drosophila_quadraria","Drosophila","Drosophila_triauraria","Drosophila_quadraria","Drosophila_triauraria_Drosophila_quadraria","Yes","sound",16.1,0.96,NA,14.9,0.37,NA,16.5,0.59,NA,15.6,0.68,NA,"7","7","9","9","6","6","5","5",210,9,6,150,NA,NA,NA,NA,-0.701954951658649,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-2.70719432035047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES389",-0.705034277882454,0.128355704697987,"-",0.145687870810399,"Father","s26","Tomaru&Oguma_1994","table1","Drosophila_quadraria_Drosophila_biauraria","Drosophila","Drosophila_biauraria","Drosophila_quadraria","Drosophila_quadraria_Drosophila_biauraria","Yes","sound",12.9,0.91,NA,13.9,0.28,NA,13.4,0.27,NA,11.1,0.64,NA,"10","10","5","5","10","10","5","5",300,5,10,150,NA,NA,NA,NA,-0.519356607946975,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.72779105618567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES390",-0.205987767767915,0.00554264759398707,"-",0.0909175469088379,"Father","s26","Tomaru&Oguma_1994","table1","Drosophila_quadraria_Drosophila_subauraria","Drosophila","Drosophila_quadraria","Drosophila_subauraria","Drosophila_quadraria_Drosophila_subauraria","Yes","sound",11.1,0.64,NA,13.3,0.52,NA,NA,NA,NA,11.1,0.64,NA,"5","5","10~20","10~20",NA,NA,"10","10",150,140,NA,258,NA,NA,NA,NA,-0.750472523493085,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.236946287233761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES391",-0.505881098766819,0.0733740967204002,"-",0.111211174414482,"Father","s26","Tomaru&Oguma_1994","table1","Drosophila_biauraria_Drosophila_subauraria","Drosophila","Drosophila_biauraria","Drosophila_subauraria","Drosophila_biauraria_Drosophila_subauraria","Yes","sound",12.9,0.91,NA,11.8,0.36,NA,11.5,0.51,NA,11.1,0.64,NA,"10","10","8","8","8","8","10","10",300,8,8,258,NA,NA,NA,NA,-0.519356607946975,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.01310501062633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES392",-0.682368040847517,0.0471491228070175,"-",0.270385245064907,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",75.1,7.67333043730035,1.6,79.3,2.5,0.5,82.2,4.40908153700972,0.9,71.3,4.91934955049954,1.1,"10","10","10","10","10","10","10","10",23,25,24,20,NA,NA,NA,NA,-0.670619313838538,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.54733333333333334","0.489375","0.45435714285714285","0.62551999999999996",-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES393",0.442561556137967,0.0471491228070175,"-",0.270385245064907,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",59.1,3.3570820663189,0.7,64.3,3.5,0.7,67.9,2.93938769133981,0.6,58.2,2.23606797749979,0.5,"10","10","10","10","10","10","10","10",23,25,24,20,NA,NA,NA,NA,-0.726872886856328,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.54733333333333334","0.489375","0.45435714285714285","0.62551999999999996",-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES394",0.639330873323132,0.0444664031620553,"-",0.264569828842911,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",46.2,4.02492235949962,0.9,43.5,6.36867333123626,1.3,37.3,5.5,1.1,40.3,3.3570820663189,0.7,"10","10","10","10","10","10","10","10",20,24,25,23,NA,NA,NA,NA,-0.540354620395691,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES395",-0.529899447203243,0.0471491228070175,"-",0.270385245064907,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",34.7,8.63249674196289,1.8,41.9,4.5,0.9,38.7,7.34846922834953,1.5,25.1,7.60263112349929,1.7,"10","10","10","10","10","10","10","10",23,25,24,20,NA,NA,NA,NA,-0.252396666932703,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.54733333333333334","0.489375","0.45435714285714285","0.62551999999999996",-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES396",0.95460090229374,0.0444664031620553,"-",0.264569828842911,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",1586,652.931849429939,146,892,274.342851191716,56,718,170,34,604,105.50829351288,22,"10","10","10","10","10","10","10","10",20,24,25,23,NA,NA,NA,NA,0.734190484401698,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES397",0.845015203265573,0.0444664031620553,"-",0.264569828842911,"Father","s27","Wells_1994","table1","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Yes","sound",3499,1350.58505840987,302,2220,357.625502446344,73,1938,335,67,1199,153.466608746007,32,"10","10","10","10","10","10","10","10",20,24,25,23,NA,NA,NA,NA,0.89657999647985,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",-1.01310501062633,"0.62551999999999996","0.45435714285714285","0.489375","0.54733333333333334",-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES400",0.533749759294194,0.0208881578947368,"-",0.159696129413286,"Father","s29","Sasabe_et.al_2007","fig2+text","Carabus_iwawakianus_Carabus_maiyasanus","Carabus","Carabus_maiyasanus","Carabus_iwawakianus","Carabus_iwawakianus_Carabus_maiyasanus","Yes","morphology",2.536,0.141,NA,1.894,0.112,NA,1.778,0.147,NA,1.274,0.065,NA,NA,NA,"33","33","13","13",NA,NA,22,96,26,33,NA,NA,NA,NA,0.308244429347041,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",-0.842726401101891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES401",0.689337656750421,0.0438095238095238,"-",0.261799387799149,"Father","s29","Sasabe_et.al_2007","fig2+text","Carabus_iwawakianus_Carabus_maiyasanus","Carabus","Carabus_iwawakianus","Carabus_maiyasanus","Carabus_iwawakianus_Carabus_maiyasanus","Yes","morphology",0.753,0.036,NA,0.482,0.04,NA,0.43,0.045,NA,0.36,0.02,NA,NA,NA,"13","13","33","33",NA,NA,33,26,96,22,NA,NA,NA,NA,0.384422853811699,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",-0.842726401101891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES001",0.451049447874039,0.025462962962963,"+",0.180479782299228,"Father","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis","Yes","sound",4.73,0.27,NA,4.82,0.27,NA,5.01,0.17,NA,5.18,0.22,NA,NA,NA,"12","12","12","12",NA,NA,73,22,28,44,NA,NA,NA,NA,-0.610710261681629,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-1.15487687356537,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES002",0.29797331147106,0.035437430786268,"+",0.223263268080956,"Father","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_texensis","Gryllus_rubens","Gryllus_rubens_Gryllus_texensis","Yes","sound",66.88,5.4,NA,61.96,2.79,NA,55.27,3.96,NA,45.34,3.86,NA,NA,NA,"12","12","12","12",NA,NA,44,28,22,73,NA,NA,NA,NA,-0.152682894910265,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-1.15487687356537,"43.8","52.4","69.099999999999994","76.5",-0.137934851093691,0.138713288352936,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
