"ES.ID","lnRR.es","lnRR.sv","SMD.es","SMD.sv","cross","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI"
"ES356",0.848888317978927,0.000745607125159571,11.9773969895606,2.92668159647321,"hybSL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,2.159,0.067,NA,1.678,0.042,NA,0.718,0.079,NA,40,40,5,5,2,2,28,28,40,5,2,28,NA,NA,NA,NA,NA,NA,NA,NA,-0.636763849265931,1.84110276588051,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES356",1.63799559171096,0.00046428404046349,25.9543627849723,5.01386831199335,"spL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,2.159,0.067,NA,1.678,0.042,NA,0.718,0.079,NA,40,40,5,5,2,2,28,28,40,5,2,28,NA,NA,NA,NA,NA,NA,NA,NA,-0.636763849265931,1.84110276588051,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES357",0.0716549093140245,0.00171495478871202,1.4482029479864,0.55253193670564,"hybLS","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.118,0.199,NA,5.293,0.304,NA,5.293,0.304,NA,4.927,0.246,NA,27,27,2,2,5,5,38,38,27,2,5,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.637178592064478,-0.625539149705912,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES357",0.0716549093140245,0.000725343515464512,1.4242305348695,0.249902215246413,"hybSL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.118,0.199,NA,5.293,0.304,NA,5.293,0.304,NA,4.927,0.246,NA,27,27,2,2,5,5,38,38,27,2,5,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.637178592064478,-0.625539149705912,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES357",0.0380334541757711,0.000121596709514833,0.828494010677893,0.0686328444009454,"spL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.118,0.199,NA,5.293,0.304,NA,5.293,0.304,NA,4.927,0.246,NA,27,27,2,2,5,5,38,38,27,2,5,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.637178592064478,-0.625539149705912,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES358",0.000781555334820089,0.00125257858515783,0.00679718786384751,0.237037758939582,"hybLS","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,38.4,2.33,NA,38.76,0.34,NA,38.37,4.53,NA,37,37,5,5,2,2,27,27,37,5,2,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636998547524642,-0.628925465484421,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES358",0.0101128827637044,0.00055471027321329,0.0852598337045676,0.537162368748129,"hybSL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,38.4,2.33,NA,38.76,0.34,NA,38.37,4.53,NA,37,37,5,5,2,2,27,27,37,5,2,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636998547524642,-0.628925465484421,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES358",0.0358369549607383,0.000848562860548526,0.310036450005777,0.0648150218791593,"spL","s22","KW L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,38.4,2.33,NA,38.76,0.34,NA,38.37,4.53,NA,37,37,5,5,2,2,27,27,37,5,2,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636998547524642,-0.628925465484421,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES359",0.748766895835038,0.000589124398921898,24.6348172985168,7.17129799240116,"hybLS","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse period",1.079,0.087,NA,0.573,0.027,NA,0.52,0.023,NA,0.271,0.01,NA,27,27,4,4,10,10,40,40,27,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,-0.637086708291874,1.4459305233961,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES359",0.651709990695772,0.000229677025489768,18.2454405387978,3.45396100454805,"hybSL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse period",1.079,0.087,NA,0.573,0.027,NA,0.52,0.023,NA,0.271,0.01,NA,27,27,4,4,10,10,40,40,27,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,-0.637086708291874,1.4459305233961,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES359",1.38167114437843,0.000274827274307095,14.3726801043508,1.60363355481317,"spL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse period",1.079,0.087,NA,0.573,0.027,NA,0.52,0.023,NA,0.271,0.01,NA,27,27,4,4,10,10,40,40,27,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,-0.637086708291874,1.4459305233961,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES360",0.724276045874541,0.000458446798665521,12.1118457422779,2.11942632466859,"hybLS","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,1.925,0.086,NA,1.748,0.08,NA,0.933,0.078,NA,40,40,10,10,4,4,27,27,40,10,4,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636795867112138,1.43727982943486,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES360",0.627822355368137,0.000782503534139947,10.1485172951346,1.94820483203131,"hybSL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,1.925,0.086,NA,1.748,0.08,NA,0.933,0.078,NA,40,40,10,10,4,4,27,27,40,10,4,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636795867112138,1.43727982943486,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES360",1.37605995991184,0.000290780628872505,24.03867676582,4.37441002697417,"spL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse rate",3.694,0.132,NA,1.925,0.086,NA,1.748,0.08,NA,0.933,0.078,NA,40,40,10,10,4,4,27,27,40,10,4,27,NA,NA,NA,NA,NA,NA,NA,NA,-0.636795867112138,1.43727982943486,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES361",0.0185004271109708,0.000661316638338127,0.367031697138155,0.277919506934447,"hybLS","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.081,0.233,NA,5.019,0.245,NA,4.994,0.096,NA,4.927,0.246,NA,25,25,4,4,10,10,38,38,25,4,10,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.63718410211243,-0.636725088405679,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES361",0.0135069082957554,0.000102555299740505,0.293314840240371,0.127211972760197,"hybSL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.081,0.233,NA,5.019,0.245,NA,4.994,0.096,NA,4.927,0.246,NA,25,25,4,4,10,10,38,38,25,4,10,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.63718410211243,-0.636725088405679,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES361",0.0307778090497689,0.000149717665528315,0.631191111459674,0.0694777118481739,"spL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Carrier frequency",5.081,0.233,NA,5.019,0.245,NA,4.994,0.096,NA,4.927,0.246,NA,25,25,4,4,10,10,38,38,25,4,10,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.63718410211243,-0.636725088405679,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES362",0.0458290870232143,0.000224218373610423,1.59975482600572,0.176560221476123,"hybLS","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,39.96,1.85,NA,35.94,3.36,NA,38.17,0.6,NA,37,37,10,10,4,4,25,25,37,10,4,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.636968763481658,-0.620868547853836,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES362",-0.0601989854017255,0.00219493889413357,-1.72733762783985,0.341443022078472,"hybSL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,39.96,1.85,NA,35.94,3.36,NA,38.17,0.6,NA,37,37,10,10,4,4,25,25,37,10,4,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.636968763481658,-0.620868547853836,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES362",0.0410629924624608,0.000342209632293729,0.459676912908528,0.0687310823839715,"spL","s22","OF L. paranigra","Shaw-1996-Evolution","table4","Shaw_1996","Laupala","Laupala_kohalensis","Laupala_paranigra","Laupala_kohalensis_Laupala_paranigra",NA,"Yes","sound","Pulse duration",39.77,4.41,NA,39.96,1.85,NA,35.94,3.36,NA,38.17,0.6,NA,37,37,10,10,4,4,25,25,37,10,4,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.636968763481658,-0.620868547853836,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES363",0.200670695462151,0.176375437785792,0.290692317725025,0.454694556865797,"hybLS","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,11,8.37087553323193,NA,10,3.18417274137474,NA,9,3.5774005555486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.636909195395691,-0.374803318537842,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES363",0.105360515657826,0.0518774052662709,0.266559457736717,0.403552697225445,"hybSL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,11,8.37087553323193,NA,10,3.18417274137474,NA,9,3.5774005555486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.636909195395691,-0.374803318537842,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES363",0.200670695462151,0.0547504803915863,0.493161409054203,0.412160408769016,"spL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,11,8.37087553323193,NA,10,3.18417274137474,NA,9,3.5774005555486,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.636909195395691,-0.374803318537842,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES364",0,0.318366834257789,0,0.45,"hybLS","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",4,0.984869863149162,NA,3,3.26668313491978,NA,3,0.995053981679607,NA,3,0.993722376541278,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.637058115610609,-0.24065895063039,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES364",0,0.0439470352910063,0,0.4,"hybSL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",4,0.984869863149162,NA,3,3.26668313491978,NA,3,0.995053981679607,NA,3,0.993722376541278,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.637058115610609,-0.24065895063039,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES364",0.287682072451781,0.0340687005726063,0.912461173705766,0.441629269676025,"spL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_lummei","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",4,0.984869863149162,NA,3,3.26668313491978,NA,3,0.995053981679607,NA,3,0.993722376541278,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,112,87,104,105,NA,NA,NA,NA,-0.637058115610609,-0.24065895063039,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.99,0.95,0.98,0.975,-0.0336383591488298,-0.00254777207879866,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES365",0.141650517063027,0.139496377474785,0.219734053534953,0.402414152714145,"hybLS","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_lummei","Drosophila_virilis","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",51,16.0983024999687,NA,53,26.8664575053494,NA,48,30.2168189980079,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,105,104,87,112,NA,NA,NA,NA,-0.636462434750937,-0.525096991675429,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.975,0.98,0.95,0.99,-0.00254777207879866,-0.0336383591488298,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES365",0.0425596144187959,0.187176890457323,0.0584406899883411,0.450189739680351,"hybSL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_lummei","Drosophila_virilis","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",51,16.0983024999687,NA,53,26.8664575053494,NA,48,30.2168189980079,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,105,104,87,112,NA,NA,NA,NA,-0.636462434750937,-0.525096991675429,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.975,0.98,0.95,0.99,-0.00254777207879866,-0.0336383591488298,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES365",0.103184236235231,0.108031319519596,0.184935527357856,0.401710057463956,"spL","s25","Drosophila_lummei_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_lummei","Drosophila_virilis","Drosophila_lummei_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",51,16.0983024999687,NA,53,26.8664575053494,NA,48,30.2168189980079,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,105,104,87,112,NA,NA,NA,NA,-0.636462434750937,-0.525096991675429,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-1.22184874961636,-1.24412514432751,0.975,0.98,0.95,0.99,-0.00254777207879866,-0.0336383591488298,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0057585168235051
"ES366",0.405465108108164,0.612011695895864,0.340570040227615,0.75966566269172,"hybLS","s25","Drosophila_borealis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_borealis","Drosophila_borealis_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",11,3.74250547996682,NA,12,8.44097165424866,NA,12,5.93092560184646,NA,8,9.66134869582822,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,112,51,86,96,NA,NA,NA,NA,-0.636760275180773,-0.193218663576808,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.920818753952375,0.99,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0761243683810001
