Study.ID,Study.name,Source,Cross.ID,Genus,sp1.name,sp2.name,species.pair,homologous,trait.type,trait,Mn.sp1,SD.sp1,SE.sp1,Mn.hyb12,SD.hyb12,SE.hyb12,Mn.hyb21,SD.hyb21,SE.hyb21,Mn.sp2,SD.sp2,SE.sp2,Parents.sp1F.sp1,Parents.sp1M.sp1,Parents.sp1F.hyb12,Parents.sp1M.hyb21,Parents.sp2F.hyb21,Parents.sp2M.hyb12,Parents.sp2F.sp2,Parents.sp2M.sp2,N.sp1,N.hyb12,N.hyb21,N.sp2,reps.sp1,reps.hyb12,reps.hyb21,reps.sp2
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakfrequstart,69339.93775,6362.590561,,66031.8856,3929.136799,,NA,NA,,54773.7979,4196.191199,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakamplstart,-33.65375,2.836160477,,-30.5592,4.050452777,,NA,NA,,-36.2962,2.683316017,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_minfreqstart,68133.1495,6257.955264,,64796.1706,4082.666657,,NA,NA,,53275.0191,4213.67,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_maxfrequstart,71765.74775,6142.916222,,68733.4816,3952.860845,,NA,NA,,57315.1191,4048.956815,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_bandwstart,3589.92925,176.6865194,,3887.3656,476.5605623,,NA,NA,,3994.0754,380.9553189,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_entropystart,0.18675,0.006652067,,0.1906,0.015852445,,NA,NA,,0.2022,0.014327906,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakfrequend,80755.217,7130.379351,,78555.2896,5371.441564,,NA,NA,,66458.1019,4740.601757,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakamplend,-31.71625,2.617090544,,-27.8916,4.361038328,,NA,NA,,-33.6048,2.833078412,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_minfreqend,79211.874,7021.757562,,76984.662,5382.177881,,NA,NA,,64829.2506,4552.737601,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_maxfrequend,83357.7775,7015.103605,,81298.999,5595.806318,,NA,NA,,69166.64,4648.953497,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_bandwend,4100.54675,191.5042202,,4258.549,361.0614413,,NA,NA,,4288.1656,429.1656564,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_entropyend,0.19825,0.008261356,,0.201,0.0125499,,NA,NA,,0.2114,0.01521841,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakfrequcentre,74106.622,7044.518484,,73891.5844,5092.235861,,NA,NA,,61283.1031,3445.712398,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakamplcentre,-27.12425,1.500695033,,-20.03,4.966006192,,NA,NA,,-27.185,4.220598325,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_minfreqcenter,72668.032,6267.500274,,71986.6968,4961.987341,,NA,NA,,59578.0253,3392.076168,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_maxfreqcenter,78169.564,5725.857162,,76532.0698,5240.131639,,NA,NA,,63854.9729,3631.486812,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_bandwcentre,5460.9155,1647.209099,,4501.4542,316.2865754,,NA,NA,,4241.4512,460.9409794,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_entropycentre,0.2055,0.0124499,,0.202,0.007778175,,NA,NA,,0.2016,0.012103259,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakfrequmax,77823.1835,5399.81264,,75780.1022,5415.337078,,NA,NA,,63366.8131,3563.306664,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_peakamplmax,-17.71525,3.15696187,,-13.125,4.355261358,,NA,NA,,-19.5511,3.699655103,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_minfreqmax,75957.82125,5436.738394,,74190.8194,5410.998253,,NA,NA,,61786.7749,3572.016093,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_maxfrequmax,80373.00875,5426.366345,,78304.867,5489.164471,,NA,NA,,65856.5116,3558.858978,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_bandwmax,4377.11825,458.3771312,,4075.2264,103.6274969,,NA,NA,,4038.559,95.83759369,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_entropymax,0.19775,0.012175796,,0.1922,0.004658326,,NA,NA,,0.196,0.010974718,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_FAC1_1,1.073025354,0.631990454,,0.984361115,0.610437945,,NA,NA,,-0.261420576,0.396953322,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_FAC2_1,-0.54818197,0.409017585,,-0.814977131,0.211416236,,NA,NA,,-1.460257842,0.282315986,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_FAC1_2,-0.010516181,0.414525141,,0.759323486,0.75882499,,NA,NA,,-0.323822349,0.559803433,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_FAC1_3,-0.058196435,0.369723797,,-0.139981694,0.321685185,,NA,NA,,-0.1245531,0.362249133,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_FAC1_4,-0.145723979,0.511386146,,-0.242724656,0.540377224,,NA,NA,,0.129560978,0.763507294,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_meanduration,0.02675,0.0025,,0.0268,0.003898718,,NA,NA,,0.0344,0.017652195,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakfrequstart,92946.928,15749.63975,,86481.4286,5235.435633,,NA,NA,,74913.1969,7786.306263,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakamplstart,-33.17225,3.435040162,,-32.3082,4.665363351,,NA,NA,,-38.8129,5.989819928,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_minfreqstart,91265.4315,15635.4785,,85101.1546,5126.997502,,NA,NA,,72762.6818,8026.529872,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_maxfrequstart,95250.437,15611.63489,,88932.3952,5456.029889,,NA,NA,,77138.1818,7532.701977,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_bandwstart,3938.6365,407.4663826,,3770.736,571.0050616,,NA,NA,,4327.9697,1129.837829,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_entropystart,0.194,0.016268579,,0.189,0.015116216,,NA,NA,,0.212,0.025884358,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakfrequend,80321.31325,13264.16013,,76316.7246,3882.021342,,NA,NA,,66018.2273,6019.680099,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakamplend,-32.686,2.434393148,,-30.0262,4.515702182,,NA,NA,,-35.7288,8.289496551,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_minfreqend,78858.05475,13220.58893,,74963.2754,4014.201173,,NA,NA,,64436.2727,5953.721416,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_maxfrequend,83015.56425,13098.4744,,79279.495,3972.583149,,NA,NA,,68731.5455,5833.319936,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_bandwend,4104.43175,319.232009,,4266.2626,160.5837063,,NA,NA,,4239.1515,376.5780209,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_entropyend,0.19575,0.012737739,,0.1992,0.003271085,,NA,NA,,0.2177,0.021822771,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakfrequcentre,85783.708,13616.00683,,80867.3596,5707.212208,,NA,NA,,65722.3939,5496.862571,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakamplcentre,-24.42975,3.526234666,,-23.8732,4.821476454,,NA,NA,,-29.4519,6.859024816,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_minfreqcenter,84079.94125,13437.84793,,79064.9062,5758.612146,,NA,NA,,64018.1667,5500.633941,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_maxfreqcenter,88618.948,13627.68865,,83648.0088,5894.467595,,NA,NA,,68351.4394,5563.638405,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_bandwcentre,4503.1745,390.7571406,,4530.2886,282.04219,,NA,NA,,4283.803,426.1499071,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_entropycentre,0.20275,0.009287088,,0.2036,0.009449868,,NA,NA,,0.203,0.018505255,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakfrequmax,86744.43375,13629.45418,,80625.3968,5025.953309,,NA,NA,,66385.7122,5290.032624,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_peakamplmax,-18.4195,3.238055847,,-16.7732,4.377187305,,NA,NA,,-23.1582,6.135280086,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_minfreqmax,84959.1095,13504.39811,,79065.743,5016.112351,,NA,NA,,64919.6969,5355.523865,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_maxfrequmax,89437.1925,13622.59585,,83594.9494,5076.780742,,NA,NA,,68886.5151,5319.567168,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_bandwmax,4434.54375,323.804815,,4497.085,312.9490788,,NA,NA,,3952.0908,142.0981267,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_entropymax,0.199,0.011518102,,0.2004,0.00694982,,NA,NA,,0.1904,0.011226952,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_FAC1_1,0.638361143,1.192764373,,0.254145399,0.437105235,,NA,NA,,-1.050238204,0.564606488,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_FAC2_1,2.08869486,1.113631477,,1.588784817,0.396939912,,NA,NA,,0.838963417,0.673954094,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_FAC1_2,0.012620088,0.541663187,,0.280111562,0.78251806,,NA,NA,,-0.792243216,1.144577481,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_FAC1_3,0.070605049,0.45094194,,0.11372752,0.393125197,,NA,NA,,-0.059719158,0.667425803,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Downsweep_FAC1_4,-0.101334062,0.60274839,,-0.07235291,0.449333709,,NA,NA,,0.233035165,1.01277425,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_meanduration,0.0265,0.010661457,,0.0292,0.004604346,,NA,NA,,0.049,0.018879736,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakfrequstart,69169.091,9324.484059,,72231.8094,4372.772552,,NA,NA,,58622.4861,4177.598519,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakamplstart,-35.47675,4.227749864,,-33.1814,4.299496691,,NA,NA,,-38.2102,4.63525667,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_minfreqstart,67626.36375,9012.415232,,70881.4066,4153.652062,,NA,NA,,57128.3611,4289.616909,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_maxfrequstart,71406.13625,8903.273116,,74543.2748,4406.748187,,NA,NA,,60936.9862,4080.394067,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_bandwstart,3756.66675,157.6212831,,3607.1428,355.7839191,,NA,NA,,3761.9722,634.3257829,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_entropystart,0.186,0.004082483,,0.1856,0.010784248,,NA,NA,,0.2004,0.020683864,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakfrequend,69355.75775,7543.93121,,73531.9192,2979.572394,,NA,NA,,59648.3194,4627.558842,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakamplend,-34.2555,2.786475013,,-31.2562,2.82413061,,NA,NA,,-35.2955,4.381110596,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_minfreqend,67679.92425,7694.133793,,72042.2784,2956.820204,,NA,NA,,58407.7222,4528.655569,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_maxfrequend,72289.77275,7207.916113,,75923.6484,3046.302963,,NA,NA,,62455.1249,4470.220588,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_bandwend,4533.485,626.2282663,,3833.2748,260.5736903,,NA,NA,,4000.4722,271.3453083,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_entropyend,0.20625,0.010781929,,0.192,0.008396428,,NA,NA,,0.2032,0.014320149,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakfrequcentre,68660.68175,7663.494854,,72021.6116,3615.661086,,NA,NA,,59662.3749,4149.605051,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakamplcentre,-27.56675,3.68654521,,-25.1552,5.214404443,,NA,NA,,-28.604,6.746036598,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_minfreqcenter,67142.27275,7703.647074,,70267.8316,3511.030235,,NA,NA,,58124.8194,4183.046357,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_maxfreqcenter,71632.0455,7409.149851,,74567.89,3563.370011,,NA,NA,,62026.3194,4196.230085,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_bandwcentre,4444.62125,673.9336392,,4261.2308,595.5497093,,NA,NA,,3878.5416,177.2936857,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_entropycentre,0.199,0.01344123,,0.2014,0.017343587,,NA,NA,,0.1961,0.011219527,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakfrequmax,68920.4545,7723.19456,,73048.2564,3656.615266,,NA,NA,,60169.5138,4456.3802,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_peakamplmax,-20.78625,4.130184046,,-17.5326,3.617087267,,NA,NA,,-21.1863,5.546738522,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_minfreqmax,67252.9545,7730.314497,,71570.088,3681.738983,,NA,NA,,58666.875,4456.766977,,,,,,,,,,4,5,,10,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Constant Modulated_maxfrequmax,71630.75775,7551.529652,,75444.2492,3592.520624,,NA,NA,,62560.9861,4458.422626,,,,,,,,,,4,5,,10,,,,
