"ES.ID","lnRR.es","lnRR.sv","direction","SE","parental","Study.ID","Study.name","Source","Cross.ID","Genus","spL.name","spS.name","species.pair","homologous","trait.type","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Pheno.divergence","Reciprocal","Distribution","Source_distribution","taxa","souce_sex.determinaton","sex.determination","Hetero.sex","Genet.divergence","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","Novelty","sp1.name","sp2.name","Survival.sp1","Survival.hyb12","Survival.hyb21","Survival.sp2","surv.relat.hyb12","surv.relat.hyb21","insect"
"ES205",-0.00295130563458031,0.00126184411959629,"+",0.468320982069382,"Father","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.203,0.0185052545090427,NA,NA,NA,NA,0.2036,0.00944986772394195,NA,0.20275,0.00928708781050335,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,4,NA,NA,NA,NA,-0.746904355790355,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES212",0.517651588836391,0.0198184565498132,"+",0.468320982069382,"Father","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.049,0.0188797363446751,NA,NA,NA,NA,0.0292,0.00460434577328853,NA,0.0265,0.0106614570611463,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,4,NA,NA,NA,NA,0.183231389205137,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES216",0.0420273503407265,0.0047888096919269,"+",0.468320982069382,"Father","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",3761.9722,634.325782870949,NA,NA,NA,NA,3607.1428,355.783919074064,NA,3756.66675,157.621283108966,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,4,NA,NA,NA,NA,-0.746632956123833,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES217",0.0767215488586097,0.00174052330121986,"+",0.468320982069382,"Father","s19","Musolf et al_2015","S2","musculus.1","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.2004,0.0206838638126976,NA,NA,NA,NA,0.1856,0.0107842477716343,NA,0.186,0.00408248290463863,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,4,NA,NA,NA,NA,-0.635707741258369,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES233",0.107541541604186,0.215572329133898,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.0425,0.0275771644662754,NA,NA,NA,NA,0.0381666666666667,0.00664580067912565,NA,0.035,0.0120277457017791,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.454383006287413,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES241",0.140543293396303,0.01388723124704,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",5268.182,662.10933405896,NA,NA,NA,NA,4577.44983333333,867.742471935175,NA,4737.12125,658.362419241045,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.587662180637968,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES242",0.107698916589759,0.00166280003261089,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.222,0.00282842712474619,NA,NA,NA,NA,0.199333333333333,0.0194182045170677,NA,0.20875,0.0171925371406705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.655462523701072,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES245",0.127630793946938,0.00164030230467775,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",96740.909,2886.28118736931,NA,NA,NA,NA,85149.2475,7210.79012716362,NA,90638.4525,8209.64447164254,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.649977017435871,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES246",1.06716298387976,0.823091803645677,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",29015.909,35872.8125297218,NA,NA,NA,NA,9980.98,5931.12280986253,NA,10071.6775,4429.05185297188,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,0.855601163624745,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES252",0.0255115876574087,0.000427965126792371,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.1985,0.00494974746830584,NA,NA,NA,NA,0.1935,0.00512835256198324,NA,0.195,0.0107393357957247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.721799353060689,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES254",0.944385932133702,1.08328238243791,"+",0.641274915080932,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",2.38075290910835,3.05644780412356,NA,NA,NA,NA,0.925918421348069,1.15467133779744,NA,1.49779336756209,0.994128184533127,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,-0.0461046099950739,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES255",0.0427660495660514,0.0135449416188246,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.0331,0.011798775831039,NA,NA,NA,NA,0.0317142857142857,0.00242997158517583,NA,0.026,0.0116619037896906,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.382693416640067,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES259",0.0225096116402945,0.00458312340148313,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",4029.5834,680.420760528399,NA,NA,NA,NA,3939.89228571429,433.802287700176,NA,3639.881,853.385460913179,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.594551590008999,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES260",0.0568244175715293,0.00380600093865207,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.1937,0.0344352855206528,NA,NA,NA,NA,0.183,0.0123017613914973,NA,0.1835,0.023388031127053,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.666749692205454,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES265",0.0821474888890442,0.00324011735987813,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.2027,0.0311450013824226,NA,NA,NA,NA,0.186714285714286,0.0146482568441241,NA,0.19775,0.0196192932254622,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.711285792406613,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES275",0.0622409618935543,0.00125359733033808,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.1946,0.0209242018299913,NA,NA,NA,NA,0.182857142857143,0.00477593172161452,NA,0.193,0.00547722557505167,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.736254651377583,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES280",0.0914615893042577,0.00211181109101089,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",4137.3085,395.384604960579,NA,NA,NA,NA,3775.69271428571,345.836166455406,NA,3589.92925,176.686519405368,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.533596738383007,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES281",0.135268492105927,0.00131859226220073,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.2046,0.0203371581102179,NA,NA,NA,NA,0.178714285714286,0.00859678788296895,NA,0.18675,0.00665206734782504,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.610360018899194,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES285",-0.0391353620574058,0.00172188449953989,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",4153.6997,370.044184926626,NA,NA,NA,NA,4319.479,348.181617234933,NA,4100.54675,191.504220176954,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.729244809978957,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES286",0.0926287522291135,0.00165449009910965,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.2075,0.0245956183993093,NA,NA,NA,NA,0.189142857142857,0.00790418816047484,NA,0.19825,0.00826135582092915,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.679627878842156,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES298",0.5953338705375,0.0163044249697952,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.0342,0.0090529307716096,NA,NA,NA,NA,0.0188571428571429,0.00481070235442365,NA,0.02675,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.376242626205896,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES303",0.103448576707296,0.00282106731030292,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.1974,0.0245727943511157,NA,NA,NA,NA,0.178,0.0167928556237467,NA,0.194,0.0162685791225499,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.722429468180947,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES307",-0.0146042536778039,0.0101733069928743,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",4364.919,441.707503323686,NA,NA,NA,NA,4429.13314285714,1120.88457346277,NA,4104.43175,319.232008954172,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.655474184147855,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES308",0.049266241302918,0.006567885648708,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.2101,0.0247855244492064,NA,NA,NA,NA,0.2,0.0380701107607179,NA,0.19575,0.012737739202857,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.641505020441369,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES320",-0.699297674289108,3.59746779725838,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.20719208320916,1.17138525347779,NA,NA,NA,NA,0.416940687509687,0.698656649665611,NA,0.012620088220493,0.541663186860062,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,3.49424598390335,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES321",0.138150338480817,0.0164607558114836,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.031,0.00780313327381308,NA,NA,NA,NA,0.027,0.0071879528842826,NA,0.0265,0.0106614570611463,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.510959810129556,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES326",-0.960553690435408,0.929239445330607,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",0.1876,0.0312914613841469,NA,NA,NA,NA,0.490225616518109,1.24841137146494,NA,0.186,0.00408248290463863,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.735785549705191,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES332",0.0824042597620312,0.0245393985108538,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",68809.862,8155.69705938586,NA,NA,NA,NA,63366.9744457534,25500.1528586405,NA,68660.68175,7663.49485368559,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.74548199700202,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES333",0.0837876880800821,0.0245721155362323,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",67349.2843,8118.60064674092,NA,NA,NA,NA,61936.1854556733,24915.9881116986,NA,67142.27275,7703.64707362062,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.744105126306016,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES338",0.0736946348409106,0.0245152619424948,"+",0.439910962495049,"Father","s19","Musolf et al_2015","S2","musculus.3","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","Yes","sound",67480.7775,8341.8147142403,NA,NA,NA,NA,62686.62733218,25145.8487055218,NA,67252.9545,7730.31449702712,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,4,NA,NA,NA,NA,-0.743645103060119,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-0.33294638115483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no"
"ES342",0.0344014267173323,0.00546774898364023,"+",0.468320982069382,"Father","s20","Paallysaho et al_2003","table1","Drosophila_montana_Drosophila_virilis","Drosophila","Drosophila_montana","Drosophila_virilis","Drosophila_montana_Drosophila_virilis","Yes","sound",20.7,2.71,NA,NA,NA,NA,20,2.74,NA,19.7,1.25,NA,NA,NA,NA,NA,"10","10",NA,NA,10,NA,5,10,NA,NA,NA,NA,-0.673695406136674,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.456740927175184,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
"ES343",0.16730876440477,0.00269415541038813,"+",0.468320982069382,"Father","s20","Paallysaho et al_2003","table1","Drosophila_montana_Drosophila_virilis","Drosophila","Drosophila_montana","Drosophila_virilis","Drosophila_montana_Drosophila_virilis","Yes","sound",35.7,2.11,NA,NA,NA,NA,30.2,3.27,NA,19.7,1.25,NA,NA,NA,NA,NA,"10","10",NA,NA,10,NA,5,10,NA,NA,NA,NA,0.152688711093613,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",0.456740927175184,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"insect"
